channel_identifier,genre,subscriber_count,total_views,video_count,channel_age_days,collected_video_count,avg_upload_interval_days,std_upload_interval_days,max_gap_days,hiatus_count_30d,avg_view_count,std_view_count,avg_like_count,avg_comment_count,avg_normal_view,regularity_score,cv,outlier_ratio,gap_ratio,sensitive_score,n_sensitive_videos,sensitive_video_ratio,cat_politics,cat_hate,cat_aggro,cat_adult_illegal,is_churned
CH03436,어린이+키즈,100000,78700000,464,5001,50,14.24,32.4,148.0,4,82430.56,268318.01,1044.62,11.84,70646.05,0.4343,2.275,0.0612,10.39,0.0,0,0.0,0,0,0,0,0
CH03437,(미분류),100000,44540000,518,1327,50,4.61,6.92,45.0,1,35345.18,41843.59,690.78,102.5,39464.59,0.4885,1.501,0.0612,9.76,0.0,0,0.0,0,0,0,0,0
CH03438,(미분류),100000,39090000,244,1035,50,9.73,56.38,400.0,1,89154.04,194581.52,3620.34,154.64,174495.17,0.3675,5.791,0.0204,41.09,0.0,0,0.0,0,0,0,0,1
CH03439,(미분류),100000,82760000,617,1976,50,7.31,26.95,177.0,3,11329.44,9295.66,70.32,4.42,21893.25,0.3944,3.689,0.0408,24.23,0.0,0,0.0,0,0,0,0,0
CH03441,(미분류),100000,99440000,929,2001,50,0.65,0.66,2.0,0,79184.3,36158.89,1680.48,146.9,79184.3,0.7713,0.656,0.102,2.0,0.1,7,0.14,0,1,6,0,0
CH03443,게임,110000,95640000,1045,3458,50,0.94,1.57,7.0,0,9407.7,13795.76,50.96,5.88,4340.0,0.5496,1.57,0.102,7.0,0.0133,1,0.02,0,0,1,0,1
CH03444,라이프+취미,110000,9250000,206,5072,50,32.04,39.79,172.0,14,39291.34,87437.08,980.08,32.42,42731.42,0.6247,1.242,0.102,5.37,0.02,1,0.02,0,0,1,0,0
CH03445,IT+기술+컴퓨터,110000,880000,136,3329,50,3.22,1.99,7.0,0,8314.34,19614.61,90.16,20.88,3861.9,0.7662,0.618,0.1429,2.17,0.0,0,0.0,0,0,0,0,1
CH03446,자동차,110000,88380000,1758,4924,50,6.86,22.99,123.0,3,49236.16,106463.1,264.1,45.32,21767.26,0.4026,3.353,0.0408,17.94,0.0333,2,0.04,0,0,1,1,0
CH03447,스포츠+운동,110000,105220000,222,3278,50,10.92,6.04,31.0,2,1243672.42,3130569.37,11060.33,78.84,214439.5,0.7852,0.553,0.1224,2.84,0.0133,1,0.02,0,0,1,0,0
CH03448,TV+방송,110000,145370000,928,3630,50,0.04,0.2,1.0,0,18845.12,39105.09,167.22,7.36,6320.0,0.9052,0.198,0.0408,1.0,0.0,0,0.0,0,0,0,0,0
CH03450,(미분류),110000,50310000,124,2863,50,22.63,67.5,422.0,7,58403.3,169906.68,1061.84,23.38,7428.7,0.4133,2.982,0.0408,18.65,0.0133,1,0.02,0,0,1,0,1
CH03451,국내+여행+해외,110000,26990000,188,2176,50,21.94,18.94,89.0,12,121270.32,79429.67,3970.34,224.52,121270.32,0.7198,0.863,0.0612,4.06,0.0267,2,0.04,0,0,2,0,0
CH03452,(미분류),110000,12380000,88,656,50,5.59,12.56,84.0,1,88964.84,136196.34,1436.62,61.14,125909.2,0.4479,2.246,0.0204,15.02,0.02,1,0.02,0,1,0,0,0
CH03453,(미분류),110000,32020000,165,2672,50,3.04,6.61,27.0,0,173350.58,319074.05,2882.1,121.74,234395.04,0.459,2.173,0.102,8.88,0.0133,1,0.02,0,0,1,0,0
CH03454,(미분류),110000,6410000,164,527,50,0.61,1.03,3.0,0,60404.48,80089.74,1497.7,91.8,118851.17,0.7222,1.027,0.0816,3.0,0.0333,1,0.02,0,0,2,0,1
CH03455,TV+방송,110000,144560000,164,7296,50,1.12,2.25,8.0,0,12649.0,17519.33,325.78,21.06,6472.42,0.5119,2.001,0.1224,7.13,0.0133,1,0.02,0,0,1,0,0
CH03456,국내+여행+해외,110000,76200000,253,5051,50,5.0,3.81,21.0,0,61472.18,56900.78,1673.58,294.64,76873.0,0.7311,0.762,0.0612,4.2,0.0,0,0.0,0,0,0,0,0
CH03457,TV+방송,110000,27960000,108,3159,50,3.65,2.08,8.0,0,342680.26,529225.43,3350.76,611.12,342680.26,0.7699,0.568,0.1633,2.19,0.0,0,0.0,0,0,0,0,1
CH03458,TV+방송,110000,52060000,127,4633,50,67.45,125.81,571.0,16,655533.66,3159542.92,6667.36,595.74,898951.33,0.4939,1.865,0.0816,8.47,0.0,0,0.0,0,0,0,0,0
CH03459,(미분류),110000,53620000,452,3248,50,11.33,27.64,194.0,4,64650.0,51585.05,504.42,39.14,64956.07,0.4392,2.44,0.0204,17.13,0.0333,2,0.04,0,0,2,0,1
CH03460,어린이+키즈,110000,48810000,447,3140,50,27.88,182.34,1291.0,1,38751.36,65577.23,662.04,20.82,19114.12,0.3602,6.541,0.0204,46.31,0.0,0,0.0,0,0,0,0,1
CH03461,(미분류),110000,127500000,90,2300,50,11.16,19.12,90.0,4,599151.78,1047911.8,8511.44,2849.32,736251.08,0.5152,1.713,0.0816,8.06,0.0,0,0.0,0,0,0,0,0
CH03462,자동차,110000,24150000,656,3628,50,0.53,0.54,2.0,0,5985.6,3159.5,57.24,14.32,6207.05,0.8189,0.538,0.0204,2.0,0.0,0,0.0,0,0,0,0,0
CH03464,(미분류),110000,93730000,750,839,50,0.55,1.05,6.0,0,61520.94,92263.94,373.42,20.94,74664.44,0.6458,1.051,0.0408,6.0,0.0133,1,0.02,0,0,1,0,0
CH03466,(미분류),110000,131630000,6874,2882,50,0.06,0.31,2.0,0,22767.78,20672.47,134.56,9.6,24936.59,0.8684,0.314,0.0408,2.0,0.0267,2,0.04,0,0,2,0,0
CH03467,(미분류),110000,108090000,378,676,50,1.06,0.87,3.0,0,323967.9,268441.74,7049.0,277.14,285603.19,0.763,0.817,0.0408,2.83,0.0267,2,0.04,0,0,2,0,0
CH03468,게임,110000,24130000,1318,4186,50,3.04,1.88,10.0,0,13643.56,12521.29,336.28,14.36,11947.38,0.7393,0.62,0.2041,3.29,0.0,0,0.0,0,0,0,0,1
CH03469,만화+애니+영화,110000,168890000,1591,4942,50,1.2,1.58,6.0,0,71631.78,69142.9,461.72,134.57,72842.12,0.6292,1.31,0.102,4.98,0.0,0,0.0,0,0,0,0,1
CH03470,라이프+취미,110000,50000,146,3305,50,18.12,52.54,261.0,4,237.72,253.67,2.6,0.0,378.46,0.4099,2.899,0.0612,14.4,0.0,0,0.0,0,0,0,0,1
CH03471,(미분류),110000,11270000,88,4466,50,20.16,48.83,252.0,7,36221.36,34105.94,677.42,160.7,35159.1,0.4216,2.422,0.0816,12.5,0.02,1,0.02,0,0,1,0,0
CH03472,TV+방송,110000,16010000,212,3050,50,11.45,39.02,276.0,2,12103.96,36180.08,191.1,24.68,12103.96,0.4073,3.408,0.0204,24.11,0.04,3,0.06,0,0,3,0,1
CH03474,가수+댄스+음악,110000,10430000,1297,4366,50,0.02,0.14,1.0,0,34644.96,46036.88,482.78,43.38,28846.65,0.9319,0.141,0.0204,1.0,0.0133,1,0.02,0,0,1,0,0
CH03475,게임,110000,31840000,449,4679,50,32.51,102.49,687.0,8,8396.38,18166.94,108.02,14.66,5563.17,0.4082,3.153,0.0408,21.13,0.0,0,0.0,0,0,0,0,0
CH03478,(미분류),110000,82650000,2598,5603,50,3.69,3.64,14.0,0,4503.58,11148.39,15.28,0.94,1570.12,0.7049,0.985,0.0816,3.79,0.06,9,0.18,0,0,9,0,0
CH03479,(미분류),110000,65390000,1279,2797,50,9.59,15.59,102.0,3,11251.64,15301.79,350.86,10.4,11251.64,0.4721,1.626,0.0612,10.63,0.0,0,0.0,0,0,0,0,0
CH03480,(미분류),110000,17720000,486,3670,50,5.59,2.64,13.0,0,18276.5,29305.21,259.76,86.92,19112.48,0.7967,0.472,0.1429,2.32,0.04,3,0.06,0,0,3,0,0
CH03481,(미분류),110000,44290000,113,1787,50,7.33,4.04,20.0,0,406693.26,592067.09,4342.04,276.7,325779.15,0.7794,0.552,0.1429,2.73,0.02,1,0.02,0,0,0,1,1
CH03482,(미분류),110000,30960000,92,2039,33,44.59,86.54,415.0,11,947381.21,1360878.53,9293.61,1036.03,969182.42,0.4711,1.941,0.0625,9.31,0.0202,1,0.0303,0,0,1,0,1
CH03483,(미분류),110000,55840000,399,5033,50,22.31,29.41,196.0,15,83074.5,53706.11,1435.16,215.92,83074.5,0.5442,1.319,0.0204,8.79,0.0,0,0.0,0,0,0,0,0
CH03484,(미분류),110000,23580000,554,2138,50,7.22,27.57,197.0,1,29442.92,87107.73,161.38,5.94,11980.84,0.3977,3.816,0.0204,27.27,0.0,0,0.0,0,0,0,0,0
CH03485,(미분류),110000,46200000,187,1298,50,2.41,2.07,7.0,0,132359.68,174446.1,1580.04,99.12,108410.49,0.7383,0.859,0.102,2.91,0.0,0,0.0,0,0,0,0,1
CH03486,BJ+연예인+인물,110000,97430000,701,1216,50,0.57,1.01,4.0,0,63652.26,136069.62,1174.42,49.12,80328.29,0.7018,1.01,0.0612,4.0,0.0133,1,0.02,0,0,1,0,0
CH03487,(미분류),110000,236090000,219,671,50,1.9,2.35,10.0,0,34142.38,37820.4,2108.5,91.92,21507.04,0.6341,1.238,0.0816,5.27,0.0,0,0.0,0,0,0,0,0
CH03488,(미분류),110000,33310000,218,509,50,1.29,2.55,7.0,0,154216.9,282274.34,2381.92,94.8,59353.5,0.5366,1.981,0.2041,5.44,0.0,0,0.0,0,0,0,0,0
CH03489,(미분류),110000,129460000,450,374,50,0.1,0.3,1.0,0,118483.18,108370.12,2048.3,192.86,21539.44,0.8532,0.303,0.102,1.0,0.02,1,0.02,0,0,1,0,0
CH03490,어린이+키즈,110000,137580000,912,3755,50,11.43,70.28,498.0,1,2532.34,5410.99,21.04,1.41,570.53,0.3638,6.15,0.0204,43.58,0.02,1,0.02,0,1,0,0,0
CH03491,TV+방송,110000,26190000,162,5090,50,22.33,30.46,159.0,13,128958.46,169310.19,6909.0,166.24,141091.76,0.5692,1.364,0.0816,7.12,0.0,0,0.0,0,0,0,0,1
CH03492,라이프+취미,110000,35810000,344,5315,50,28.37,45.17,228.0,17,6343.48,4962.49,189.02,68.4,6343.48,0.5367,1.592,0.0408,8.04,0.0,0,0.0,0,0,0,0,1
CH03493,게임,110000,52900000,515,4963,50,5.49,6.38,35.0,1,113877.64,162145.81,1763.02,326.34,89066.77,0.6103,1.162,0.0816,6.38,0.0,0,0.0,0,0,0,0,0
CH03494,TV+방송,110000,78190000,315,3824,50,30.86,99.38,552.0,5,38760.28,93305.54,175.42,36.96,39450.06,0.4062,3.221,0.0408,17.89,0.0,0,0.0,0,0,0,0,1
CH03496,스포츠+운동,110000,117970000,2845,3788,50,0.45,0.5,1.0,0,45092.24,23857.8,723.24,8.18,44089.04,0.8339,0.497,0.0,1.0,0.0,0,0.0,0,0,0,0,0
CH03497,스포츠+운동,110000,36570000,239,3520,50,4.67,3.69,21.0,0,51299.46,38752.46,459.9,75.56,51299.46,0.7182,0.791,0.0612,4.49,0.0,0,0.0,0,0,0,0,0
CH03498,가수+댄스+음악,110000,39320000,530,5070,50,14.78,27.89,125.0,7,41115.82,69603.49,472.62,21.84,53997.59,0.4926,1.888,0.0816,8.46,0.0,0,0.0,0,0,0,0,1
CH03499,게임,110000,34580000,381,3807,50,43.33,174.79,1201.0,6,77734.4,50454.02,417.56,81.02,79763.7,0.3932,4.034,0.0204,27.72,0.04,2,0.04,0,0,1,1,0
CH03501,(미분류),110000,13170000,564,5275,50,6.61,23.77,162.0,3,1515.96,849.76,25.76,1.22,1278.89,0.4027,3.595,0.0204,24.5,0.0,0,0.0,0,0,0,0,0
CH03502,(미분류),110000,102960000,574,4802,50,2.31,1.22,4.0,0,81305.26,33361.34,1536.8,83.56,80680.55,0.7907,0.527,0.1224,1.73,0.0,0,0.0,0,0,0,0,1
CH03503,어린이+키즈,110000,340000,90,3959,50,0.9,1.72,10.0,0,5455.58,6100.38,266.0,25.38,5455.58,0.4718,1.717,0.0408,10.0,0.0333,2,0.04,0,0,2,0,0
CH03505,(미분류),110000,36340000,155,490,50,2.69,2.82,14.0,0,108880.1,71120.34,1087.9,165.38,110602.35,0.663,1.048,0.0612,5.2,0.0133,1,0.02,0,0,1,0,0
CH03507,(미분류),110000,89660000,108,1832,50,25.06,75.81,524.0,6,91069.08,202794.79,1939.34,220.16,101420.24,0.4181,3.025,0.0204,20.91,0.0,0,0.0,0,0,0,0,0
CH03509,미용+패션,110000,20140000,463,4928,50,13.82,23.52,151.0,4,4939.74,9095.97,41.94,10.76,3906.79,0.4728,1.702,0.0408,10.93,0.0333,2,0.04,0,0,2,0,0
CH03510,(미분류),110000,59500000,1164,4436,50,11.0,16.6,104.0,4,58520.98,189201.4,846.9,73.38,33965.18,0.4904,1.509,0.0816,9.45,0.0067,1,0.02,0,0,1,0,1
CH03514,TV+방송,110000,15790000,171,3160,50,6.59,5.3,35.0,1,80578.36,50923.02,2304.86,192.14,80578.36,0.699,0.804,0.0408,5.31,0.0133,1,0.02,0,0,1,0,1
CH03516,가수+댄스+음악,110000,22210000,162,3359,50,35.84,67.81,341.0,12,13027.78,26397.58,279.0,32.42,15135.02,0.4622,1.892,0.0816,9.52,0.0,0,0.0,0,0,0,0,0
CH03517,(미분류),110000,278630000,503,2216,50,1.2,1.56,7.0,0,122582.26,584061.4,655.14,10.96,0.0,0.6064,1.299,0.102,5.81,0.0267,2,0.04,0,0,2,0,1
CH03518,(미분류),110000,67590000,479,4190,50,3.86,2.55,7.0,0,27384.38,57328.57,241.42,40.14,22125.76,0.7583,0.66,0.1429,1.81,0.0,0,0.0,0,0,0,0,0
CH03519,(미분류),110000,20070000,147,2755,50,13.73,21.7,136.0,7,72213.68,44090.25,0.0,85.42,81991.09,0.4844,1.58,0.0408,9.9,0.1067,8,0.16,0,0,8,0,0
CH03520,(미분류),110000,21420000,258,3353,50,12.76,31.85,218.0,5,12655.76,12308.79,150.65,28.58,19885.93,0.4368,2.497,0.0204,17.09,0.1,4,0.08,0,0,6,0,0
CH03522,게임,110000,124360000,835,4127,50,2.08,2.66,12.0,0,77943.92,78566.69,1909.34,56.48,42043.76,0.6097,1.28,0.102,5.76,0.0,0,0.0,0,0,0,0,0
CH03523,어린이+키즈,110000,13540000,468,4246,50,14.94,45.6,302.0,4,12853.78,31986.82,243.6,14.38,14641.12,0.4111,3.052,0.0408,20.22,0.0,0,0.0,0,0,0,0,1
CH03524,BJ+연예인+인물,110000,102860000,1656,5020,50,3.82,2.06,12.0,0,24990.06,14928.49,552.72,83.1,25243.61,0.784,0.539,0.1224,3.14,0.02,1,0.02,0,0,1,0,1
CH03526,TV+방송,110000,30010000,124,3674,50,9.2,20.25,119.0,3,89661.84,171992.32,1023.64,238.36,89661.84,0.444,2.2,0.0408,12.93,0.0133,1,0.02,0,0,1,0,1
CH03529,(미분류),110000,39040000,242,4564,50,7.06,6.89,36.0,1,66570.28,155893.16,865.1,69.3,75039.7,0.6747,0.976,0.0612,5.1,0.06,1,0.02,0,2,1,0,0
CH03530,(미분류),110000,58250000,245,4006,50,23.55,115.31,814.0,4,31055.66,63378.82,427.54,34.27,22610.97,0.3787,4.896,0.0204,34.56,0.0133,1,0.02,0,0,1,0,1
CH03531,어린이+키즈,110000,71110000,338,4736,50,11.96,21.35,97.0,7,16307.32,36070.48,162.86,4.98,8245.5,0.5151,1.785,0.0612,8.11,0.0,0,0.0,0,0,0,0,0
CH03532,(미분류),110000,30860000,230,373,50,0.88,0.75,3.0,0,104287.3,154180.91,1629.7,91.02,146795.92,0.7313,0.746,0.1837,3.0,0.0267,2,0.04,0,0,2,0,0
CH03533,(미분류),110000,64850000,479,1102,50,1.53,1.44,6.0,0,174488.8,114266.83,866.74,72.46,157937.47,0.7065,0.944,0.0816,3.92,0.0333,2,0.04,0,0,2,0,0
CH03536,게임,110000,119040000,1252,4479,50,28.12,92.66,522.0,4,47487.44,69204.91,482.68,59.54,50608.02,0.4042,3.295,0.0408,18.56,0.0,0,0.0,0,0,0,0,0
CH03538,미용+패션,110000,6610000,283,4220,50,12.43,20.91,86.0,7,1919.36,1422.16,33.44,0.9,1377.0,0.5438,1.682,0.102,6.92,0.0,0,0.0,0,0,0,0,0
CH03539,가수+댄스+음악,110000,42460000,715,4743,50,11.1,16.9,77.0,5,5367.06,8243.45,59.48,9.96,3799.81,0.5551,1.523,0.102,6.94,0.0,0,0.0,0,0,0,0,0
CH03541,만화+애니+영화,110000,22660000,143,3382,50,52.69,217.2,1352.0,4,36042.42,113945.03,277.32,28.81,36042.42,0.3854,4.122,0.0408,25.66,0.06,5,0.1,0,0,5,0,0
CH03542,BJ+연예인+인물,110000,32790000,454,3639,50,0.84,1.65,7.0,0,13639.44,10490.91,114.8,15.42,15754.15,0.5563,1.646,0.0612,7.0,0.0,0,0.0,0,0,0,0,0
CH03543,게임,110000,28800000,2001,3193,50,0.27,0.66,4.0,0,27217.3,55538.72,217.62,20.24,27744.43,0.7659,0.663,0.0204,4.0,0.0,0,0.0,0,0,0,0,0
CH03544,자동차,110000,40130000,372,5086,50,10.8,11.27,52.0,3,18687.0,14148.7,577.8,78.24,18687.0,0.6744,1.044,0.0612,4.82,0.0,0,0.0,0,0,0,0,0
CH03545,반려동물+애완,110000,34930000,425,3042,50,6.65,9.63,60.0,1,109620.46,403626.86,1576.68,49.16,37687.92,0.5201,1.447,0.0408,9.02,0.0533,4,0.08,0,0,4,0,0
CH03547,TV+방송,110000,1750000,347,4316,50,0.73,1.23,6.0,0,2916.66,2016.6,50.94,0.12,2916.66,0.6145,1.225,0.0816,6.0,0.0,0,0.0,0,0,0,0,0
CH03548,게임,110000,50880000,1518,5546,50,4.92,9.5,60.0,2,10442.8,15238.49,78.08,14.57,10442.8,0.4583,1.931,0.0408,12.2,0.0133,1,0.02,0,0,1,0,1
CH03551,(미분류),110000,16000000,118,1978,50,5.33,4.07,15.0,0,50520.06,79116.6,991.38,111.54,50520.06,0.759,0.764,0.0816,2.82,0.0733,5,0.1,3,0,1,1,1
CH03552,(미분류),110000,119540000,682,1924,50,5.29,4.98,20.0,0,6966.58,7556.33,124.68,42.5,6722.67,0.6983,0.942,0.1224,3.78,0.0133,1,0.02,0,0,1,0,0
CH03553,(미분류),110000,65470000,526,2445,50,3.63,4.56,27.0,0,40528.98,59212.28,1210.06,43.8,41715.65,0.5705,1.256,0.0816,7.43,0.0867,7,0.14,0,0,7,0,0
CH03554,(미분류),110000,220960000,1855,1175,50,0.0,0.0,0.0,0,45917.28,94974.04,493.92,26.7,47227.58,1.0,0.0,0.0,0.0,0.0267,2,0.04,0,0,2,0,0
CH03555,(미분류),110000,34320000,359,1416,50,0.06,0.42,3.0,0,18444.04,34388.61,316.34,8.22,7695.0,0.845,0.424,0.0204,3.0,0.0,0,0.0,0,0,0,0,0
CH03556,(미분류),110000,33500000,720,4984,50,2.0,2.72,7.0,0,15528.3,17138.97,207.8,31.26,15072.44,0.6609,1.359,0.1224,3.5,0.0,0,0.0,0,0,0,0,0
CH03558,(미분류),110000,12500000,61,1805,41,43.5,71.37,327.0,16,341157.05,344163.88,4452.44,290.34,346225.45,0.5378,1.641,0.075,7.52,0.0,0,0.0,0,0,0,0,0
CH03559,(미분류),110000,32950000,198,3069,50,4.65,14.3,98.0,1,129148.12,324975.57,481.7,20.54,82543.08,0.4105,3.073,0.0408,21.06,0.02,1,0.02,0,1,0,0,0
CH03560,(미분류),110000,22130000,87,3816,50,53.18,92.03,467.0,22,128393.62,181116.22,2613.46,315.56,128393.62,0.4996,1.73,0.0612,8.78,0.0,0,0.0,0,0,0,0,1
CH03561,어린이+키즈,110000,1870000,106,4801,50,42.98,259.53,1823.0,2,8015.98,7630.79,177.9,5.66,21631.75,0.3649,6.039,0.0204,42.42,0.0133,1,0.02,0,0,1,0,1
CH03563,라이프+취미,110000,20910000,519,4707,50,9.73,14.29,66.0,5,17797.88,59351.67,321.1,33.3,26225.93,0.5701,1.468,0.0816,6.78,0.0,0,0.0,0,0,0,0,0
CH03565,가수+댄스+음악,110000,19370000,330,4820,50,18.59,29.23,112.0,8,106277.74,571685.57,3634.88,232.54,163412.69,0.5713,1.572,0.1224,6.02,0.0,0,0.0,0,0,0,0,1
CH03566,게임,110000,80110000,4567,3299,50,0.57,1.87,11.0,0,8612.4,18803.42,58.1,10.84,3112.51,0.4618,1.874,0.0408,11.0,0.0133,1,0.02,0,0,1,0,0
CH03567,TV+방송,110000,22360000,1783,2274,50,0.92,1.29,5.0,0,3894.54,3790.54,78.78,4.96,3894.54,0.6182,1.291,0.1429,5.0,0.0,0,0.0,0,0,0,0,1
CH03568,어린이+키즈,110000,38300000,103,2683,50,3.1,1.66,7.0,0,477080.32,583267.42,4558.02,46.82,477080.32,0.8014,0.534,0.0816,2.26,0.0,0,0.0,0,0,0,0,1
CH03569,(미분류),110000,68570000,748,1284,50,7.16,44.04,312.0,1,79771.96,177798.61,1093.7,30.36,138374.4,0.3638,6.148,0.0204,43.56,0.0,0,0.0,0,0,0,0,1
CH03570,(미분류),110000,75490000,1071,1279,50,1.78,5.04,35.0,1,25091.6,16532.27,1398.76,87.9,25604.89,0.4242,2.836,0.0204,19.71,0.0133,1,0.02,0,0,1,0,0
CH03571,(미분류),110000,31380000,209,1083,50,6.49,5.42,28.0,0,198558.78,210299.59,2372.48,225.04,209353.09,0.7165,0.835,0.0612,4.31,0.02,1,0.02,0,1,0,0,0
CH03572,국내+여행+해외,110000,58290000,238,4915,50,19.61,28.57,155.0,8,55571.76,98902.49,2232.94,74.3,57330.06,0.5389,1.457,0.0816,7.9,0.0,0,0.0,0,0,0,0,0
CH03573,(미분류),110000,73750000,4128,4568,50,0.06,0.31,2.0,0,33703.56,43078.94,835.16,79.68,21954.12,0.8684,0.314,0.0408,2.0,0.0,0,0.0,0,0,0,0,0
CH03574,(미분류),110000,44860000,494,4279,50,0.55,0.67,3.0,0,45568.7,41534.43,856.06,75.7,33241.0,0.7807,0.672,0.0612,3.0,0.02,1,0.02,0,0,1,0,0
CH03575,(미분류),110000,77050000,917,1818,50,0.9,1.54,7.0,0,134361.5,40947.78,955.66,126.8,135263.17,0.5702,1.542,0.0408,7.0,0.0133,1,0.02,0,0,1,0,0
CH03576,가수+댄스+음악,110000,47310000,113,4384,50,54.53,90.07,476.0,19,397067.42,497355.26,4454.14,246.08,446916.02,0.5065,1.652,0.0612,8.73,0.0,0,0.0,0,0,0,0,1
CH03577,게임,110000,94700000,4148,4782,50,0.33,0.47,1.0,0,26453.7,31977.77,172.52,10.14,20317.78,0.8404,0.469,0.0,1.0,0.0067,1,0.02,0,0,1,0,0
CH03578,게임,110000,93930000,3964,4107,50,9.65,14.44,94.0,2,155771.32,141710.88,1686.52,383.68,168735.98,0.4956,1.495,0.0408,9.74,0.0,0,0.0,0,0,0,0,1
CH03580,게임,110000,9800000,122,4769,50,1.59,1.77,6.0,0,2169.6,1643.14,18.9,4.42,2169.6,0.684,1.113,0.102,3.77,0.0133,1,0.02,0,0,1,0,1
CH03581,IT+기술+컴퓨터,110000,87380000,4969,6657,50,1.37,1.49,6.0,0,2836.58,2138.43,18.76,2.9,2417.2,0.6625,1.093,0.1224,4.39,0.0,0,0.0,0,0,0,0,0
CH03582,라이프+취미,110000,9780000,849,4638,50,1.59,1.54,7.0,0,6653.92,6546.97,311.84,3.88,3458.08,0.696,0.966,0.0612,4.4,0.0,0,0.0,0,0,0,0,0
CH03584,(미분류),110000,11500000,153,843,50,4.53,6.87,27.0,0,74349.98,220933.07,1775.42,148.94,150029.83,0.5835,1.517,0.102,5.96,0.0,0,0.0,0,0,0,0,1
CH03585,(미분류),110000,173790000,1797,2186,50,0.69,0.68,3.0,0,55414.38,12579.71,4138.4,111.8,55414.38,0.7738,0.676,0.0816,3.0,0.0333,2,0.04,0,0,2,0,0
CH03586,(미분류),110000,28260000,136,1938,50,3.31,2.72,8.0,0,229466.12,340540.17,3101.1,306.36,174666.48,0.7682,0.823,0.0204,2.42,0.0467,3,0.06,0,0,3,0,0
CH03587,(미분류),110000,92960000,350,5405,50,0.92,2.16,11.0,0,90520.72,165330.67,2713.7,201.0,91248.06,0.434,2.156,0.0816,11.0,0.0,0,0.0,0,0,0,0,0
CH03588,(미분류),110000,64410000,1601,3060,50,1.43,0.49,2.0,0,66622.36,154047.79,160.78,2.38,66622.36,0.8714,0.346,0.0,1.4,0.0,0,0.0,0,0,0,0,0
CH03590,스포츠+운동,110000,44710000,754,3511,50,3.02,10.83,61.0,2,8264.0,12578.88,102.18,2.24,3279.0,0.3968,3.584,0.0408,20.2,0.0267,2,0.04,0,0,2,0,1
CH03591,가수+댄스+음악,110000,10240000,78,5372,50,23.1,47.26,274.0,6,110898.6,180454.84,4150.92,261.52,110898.6,0.4519,2.046,0.0408,11.86,0.0,0,0.0,0,0,0,0,1
CH03593,만화+애니+영화,110000,187670000,238,7497,50,32.67,221.75,1569.0,1,256754.7,200339.79,367.2,0.0,266881.33,0.3581,6.787,0.0204,48.02,0.0,0,0.0,0,0,0,0,1
CH03594,자동차,110000,58390000,2019,3651,50,1.45,1.69,9.0,0,9111.18,5763.92,115.82,38.38,8688.67,0.6145,1.167,0.0816,6.21,0.04,3,0.06,0,0,3,0,0
CH03596,TV+방송,110000,56290000,762,3630,50,15.12,33.54,158.0,6,11861.24,30145.28,517.94,33.78,14606.52,0.437,2.218,0.0612,10.45,0.0,0,0.0,0,0,0,0,1
CH03597,어린이+키즈,110000,45910000,177,3599,50,44.22,145.47,871.0,7,92560.72,76644.67,1745.34,454.67,97962.64,0.3982,3.289,0.0612,19.69,0.0,0,0.0,0,0,0,0,1
CH03598,미용+패션,110000,32430000,453,3043,50,6.24,13.63,69.0,3,16293.26,30017.08,161.14,8.08,32144.75,0.4326,2.182,0.0816,11.05,0.0133,1,0.02,0,0,1,0,0
CH03599,(미분류),110000,22760000,117,2576,50,16.69,38.55,179.0,6,69941.02,64764.74,1408.52,134.36,71197.1,0.4327,2.309,0.0612,10.72,0.02,1,0.02,0,0,0,1,1
CH03600,어린이+키즈,110000,53290000,404,2911,50,1.55,1.11,4.0,0,28264.96,97311.14,232.22,5.28,0.0,0.7733,0.714,0.0612,2.58,0.0867,6,0.12,0,0,6,0,0
CH03601,(미분류),110000,47660000,98,2293,50,6.71,4.11,20.0,0,96175.48,506523.5,2755.54,546.58,96175.48,0.7611,0.612,0.1633,2.98,0.0,0,0.0,0,0,0,0,0
CH03603,가수+댄스+음악,120000,40010000,285,3474,50,4.49,5.71,28.0,0,39615.96,109126.44,259.24,17.53,10181.9,0.6092,1.273,0.0612,6.24,0.0,0,0.0,0,0,0,0,0
CH03604,게임,120000,66900000,746,4913,50,6.33,3.63,17.0,0,42616.64,44113.41,555.46,213.6,43292.96,0.7872,0.573,0.102,2.69,0.0667,5,0.1,0,0,5,0,0
CH03605,게임,120000,145130000,6518,4979,50,7.04,15.7,108.0,1,2473.1,2225.49,37.38,8.26,2451.89,0.4487,2.23,0.0204,15.34,0.0,0,0.0,0,0,0,0,0
CH03606,게임,120000,125070000,4765,5312,50,1.18,1.29,5.0,0,56411.68,131577.11,475.58,69.04,32602.35,0.6799,1.089,0.0816,4.22,0.02,1,0.02,0,0,1,0,0
CH03607,게임,120000,3930000,414,4333,50,2.94,3.22,14.0,0,6477.3,7496.63,827.88,25.12,6271.17,0.6636,1.097,0.0816,4.76,0.3733,24,0.48,25,0,2,0,0
CH03608,(미분류),120000,60810000,166,2360,50,21.67,43.15,283.0,7,69990.68,95062.86,835.04,119.18,69990.68,0.4549,1.991,0.0408,13.06,0.0,0,0.0,0,0,0,0,0
CH03609,(미분류),120000,46050000,316,2609,50,32.14,199.77,1416.0,1,88446.0,102553.22,6348.1,161.16,95827.96,0.3632,6.215,0.0204,44.05,0.0133,1,0.02,0,0,1,0,0
